record_id,manual_id,section_id,section_number,section_title,section_type,change_type,original_text,revised_text,issue_tags,reviewer_summary,label
REV-FAM601-016,FAM-6.01,FAM601-SEC-4.0,4.2,Releasing of Monthly Food Allowance to Student Athletes,Procedure,modified,"Accounting Staff-4 receives the official eligible-athlete list from the Sports Director, checks document completeness, and prepares payroll. Accounting Staff-8 forwards the payroll and supporting documents for BURS issuance. The Budget Officer issues and signs the BURS. Accounting Staff-3 prepares the Disbursement Voucher. The VPAF certifies legality, the Accountant certifies cash availability and completeness, the University President approves payment, and the Cash Management Office processes and releases the allowance. The student signs the payroll.","1. Accounting Staff-4 shall receive the official eligible-athlete list from the Sports Director, check the completeness and propriety of supporting documents, and prepare the monthly payroll. 2. Accounting Staff-8 shall submit the payroll and supporting documents to the Budget Office for BURS issuance. 3. The Budget Officer shall issue and sign the BURS. 4. Accounting Staff-3 shall prepare the Disbursement Voucher. 5. The VPAF, Accountant, and University President shall complete the required legality, cash-availability, completeness, and approval actions before release. 6. The Cash Management Office shall release the allowance through the authorized payment process and obtain the student's payroll signature as proof of receipt.",,"The revision retains the eligibility list, payroll, BURS, DV, approval, payment, and proof-of-receipt requirements while clarifying the sequence.",Appropriate
REV-FAM601-017,FAM-6.01,FAM601-SEC-4.0,4.2,Releasing of Monthly Food Allowance to Student Athletes,Procedure,removed,"Accounting Staff-4 receives the official eligible-athlete list from the Sports Director, checks document completeness, and prepares payroll. Accounting Staff-8 forwards the payroll and supporting documents for BURS issuance. The Budget Officer issues and signs the BURS. Accounting Staff-3 prepares the Disbursement Voucher. The VPAF certifies legality, the Accountant certifies cash availability and completeness, the University President approves payment, and the Cash Management Office processes and releases the allowance. The student signs the payroll.",The Cash Management Office shall release food allowances to student athletes.,missing_responsibility|missing_record_or_evidence|missing_approval_step|insufficient_detail,"The revision removes eligibility verification, payroll preparation, BURS and DV processing, expenditure and cash certifications, approval, and payroll acknowledgement.",Needs Revision
REV-FAM601-018,FAM-6.01,FAM601-SEC-4.0,4.3,Releasing of Stipends Subsidies and Allowances,Procedure,modified,"Accounting Staff-4 receives the list of scholars or grantees from the Scholarship Coordinator, checks document completeness, prepares payroll, and forwards payroll and supporting documents to the DV Preparer. Accounting Staff-3 prepares the Disbursement Voucher. The VPAF certifies legality, the Accountant certifies cash availability and completeness, the University President approves payment, and the Cash Management Office processes payment. For scholars with DBP ATM Savings Accounts, funds are deposited through a Proof List; for those without ATM accounts, release is over-the-counter and the student signs the payroll.","1. Accounting Staff-4 shall receive the list of scholars or grantees from the Scholarship Coordinator, verify document completeness, prepare the payroll, and forward the payroll with supporting documents to the DV Preparer. 2. Accounting Staff-3 shall prepare the Disbursement Voucher. 3. The VPAF, Accountant, and University President shall complete the required legality, cash-availability, completeness, and approval actions. 4. For eligible scholars with DBP ATM Savings Accounts, payment shall be deposited through the approved Proof List. 5. For scholars without ATM accounts, the Cash Management Office shall release payment over-the-counter and obtain the student's payroll signature as proof of receipt.",,"The revision preserves the scholar-list validation, payroll, DV, approval, direct-deposit or over-the-counter options, and proof-of-receipt controls.",Appropriate
REV-FAM601-019,FAM-6.01,FAM601-SEC-4.0,4.3,Releasing of Stipends Subsidies and Allowances,Procedure,modified,"Accounting Staff-4 receives the list of scholars or grantees from the Scholarship Coordinator, checks document completeness, prepares payroll, and forwards payroll and supporting documents to the DV Preparer. Accounting Staff-3 prepares the Disbursement Voucher. The VPAF certifies legality, the Accountant certifies cash availability and completeness, the University President approves payment, and the Cash Management Office processes payment. For scholars with DBP ATM Savings Accounts, funds are deposited through a Proof List; for those without ATM accounts, release is over-the-counter and the student signs the payroll.",Scholarships may be released to students through any available method.,ambiguous_language|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision removes scholar eligibility documentation, payroll, DV processing, certification and approval steps, the approved Proof List for ATM deposits, and payroll acknowledgment for over-the-counter release.",Needs Revision
REV-FAM601-020,FAM-6.01,FAM601-SEC-4.4,4.4,Releasing of Statement of Account,Procedure,modified,"The student pays the printing cost of the Statement of Account to the Cash Management Office and receives an Official Receipt. The student presents the Official Receipt to the Accounting Office. Accounting Staff-4 checks the Official Receipt, prepares the Statement of Account, and forwards it to the Accountant. The Accountant signs the Statement of Account and returns it to Accounting Staff-4. Accounting Staff-4 releases the Statement of Account to the student or authorized representative. The student signs the logbook upon receipt.","1. The student shall pay the applicable Statement of Account printing cost to the Cash Management Office and obtain an Official Receipt. 2. The student shall present the Official Receipt to Accounting Staff-4. 3. Accounting Staff-4 shall verify the Official Receipt, prepare the Statement of Account, and forward it to the Accountant for signature. 4. The Accountant shall sign and return the Statement of Account to Accounting Staff-4. 5. Accounting Staff-4 shall release the signed Statement of Account to the student or authorized representative and obtain the recipient's logbook signature as proof of release.",,"The revision retains payment confirmation, Official Receipt verification, preparation, signature, authorized release, and logbook acknowledgement controls.",Appropriate
REV-FAM601-021,FAM-6.01,FAM601-SEC-4.4,4.4,Releasing of Statement of Account,Procedure,reordered,"The student pays the printing cost of the Statement of Account to the Cash Management Office and receives an Official Receipt. The student presents the Official Receipt to the Accounting Office. Accounting Staff-4 checks the Official Receipt, prepares the Statement of Account, and forwards it to the Accountant. The Accountant signs the Statement of Account and returns it to Accounting Staff-4. Accounting Staff-4 releases the Statement of Account to the student or authorized representative. The student signs the logbook upon receipt.",1. Accounting Staff-4 shall release the Statement of Account to the student. 2. The student shall sign the logbook. 3. The Accountant shall sign the Statement of Account. 4. Accounting Staff-4 shall prepare the Statement of Account. 5. The student shall present the Official Receipt after release.,illogical_sequence|missing_record_or_evidence|missing_responsibility,"The revision releases the Statement of Account before payment confirmation, Official Receipt verification, preparation, and Accountant signature, which breaks the required document-control sequence.",Needs Revision
REV-FAM601-022,FAM-6.01,FAM601-SEC-4.5,4.5,Refund of School Fees,Responsibility,modified,"The student writes and signs a letter to the University President requesting a school-fee refund and states the reason for refund. The request is supported by the corresponding Official Receipt and submitted to the Accounting Office. The Accountant coordinates with the concerned office, validates the reason and amount, recommends valid requests to the University President, and returns invalid requests to the student. The University President approves or disapproves the request. Approved requests proceed through Disbursement Voucher preparation, legality and cash certifications, payment approval, check preparation, check signing, release to the student or authorized representative, and student signature in Box E of the Disbursement Voucher as proof of receipt.","1. The student shall submit a signed refund request letter to the Accounting Office, stating the reason for refund and attaching the corresponding Official Receipt. 2. The Accountant shall coordinate with the concerned office as needed, validate the reason and amount, and either return an invalid request to the student or recommend a valid request to the University President. 3. Accounting Staff-8 shall forward the recommended request to the University President for approval or disapproval. 4. When approved, the request shall proceed to Disbursement Voucher preparation, required legality and cash certifications, payment approval, check processing, and release to the student or duly authorized representative. 5. The recipient shall sign Box E of the Disbursement Voucher as proof of receipt.",,"The revision retains the request letter, Official Receipt, validation, approval decision, payment controls, authorized release, and proof-of-receipt requirements while organizing the decision path clearly.",Appropriate
REV-FAM601-023,FAM-6.01,FAM601-SEC-4.5,4.5,Refund of School Fees,Responsibility,removed,"The student writes and signs a letter to the University President requesting a school-fee refund and states the reason for refund. The request is supported by the corresponding Official Receipt and submitted to the Accounting Office. The Accountant coordinates with the concerned office, validates the reason and amount, recommends valid requests to the University President, and returns invalid requests to the student. The University President approves or disapproves the request. Approved requests proceed through Disbursement Voucher preparation, legality and cash certifications, payment approval, check preparation, check signing, release to the student or authorized representative, and student signature in Box E of the Disbursement Voucher as proof of receipt.","Students may request refunds from the Accounting Office, and payment will be released after processing.",ambiguous_language|missing_record_or_evidence|missing_approval_step|missing_traceability|insufficient_detail,"The revision removes the signed request letter, Official Receipt, reason validation, coordination with the concerned office, University President decision, DV controls, authorized release, and Box E proof of receipt.",Needs Revision
REV-FAM601-024,FAM-6.01,FAM601-SEC-4.5,4.5,Refund of School Fees,Responsibility,reordered,"The student writes and signs a letter to the University President requesting a school-fee refund and states the reason for refund. The request is supported by the corresponding Official Receipt and submitted to the Accounting Office. The Accountant coordinates with the concerned office, validates the reason and amount, recommends valid requests to the University President, and returns invalid requests to the student. The University President approves or disapproves the request. Approved requests proceed through Disbursement Voucher preparation, legality and cash certifications, payment approval, check preparation, check signing, release to the student or authorized representative, and student signature in Box E of the Disbursement Voucher as proof of receipt.",1. The Cashier shall release the refund check to the student. 2. The student shall submit a refund request letter with an Official Receipt. 3. The Accountant shall validate the request. 4. The University President shall approve the request. 5. Accounting Staff-3 shall prepare the Disbursement Voucher.,illogical_sequence|missing_record_or_evidence|missing_approval_step,"The revision releases the refund before the request is validated, approved, documented through a Disbursement Voucher, and processed through the required payment controls.",Needs Revision
REV-FAM601-025,FAM-6.01,FAM601-SEC-4.6,4.6,Signing of Application for Student Records,Responsibility,modified,"The student submits the Application for Student Records. Accounting Staff-4 receives the application, checks the student's ledger or account using the Student Information and Accounting System, signs the application if the student has no financial accountabilities, advises the student to settle accountabilities first if there are outstanding balances, signs the application after settlement, and releases the application to the student.","1. The student shall submit the Application for Student Records to Accounting Staff-4. 2. Accounting Staff-4 shall receive the application and verify the student's ledger or account using the Student Information and Accounting System. 3. If the student has no outstanding financial accountabilities, Accounting Staff-4 shall sign and release the application. 4. If accountabilities remain, Accounting Staff-4 shall advise the student to settle them with the Cash Management Office and shall sign the application only after verifying settlement. 5. The student shall receive the signed application.",,"The revision retains the submission, ledger verification, conditional signing, settlement requirement, and release sequence while making the decision conditions clear.",Appropriate
REV-FAM601-026,FAM-6.01,FAM601-SEC-4.6,4.6,Signing of Application for Student Records,Responsibility,modified,"The student submits the Application for Student Records. Accounting Staff-4 receives the application, checks the student's ledger or account using the Student Information and Accounting System, signs the application if the student has no financial accountabilities, advises the student to settle accountabilities first if there are outstanding balances, signs the application after settlement, and releases the application to the student.",Accounting Staff-4 shall sign all Applications for Student Records and release them to students immediately.,possible_contradiction|missing_traceability|missing_responsibility|insufficient_detail,The revision removes the Student Information and Accounting System account check and allows signing before confirming that financial accountabilities have been settled.,Needs Revision
REV-FAM601-027,FAM-6.01,FAM601-SEC-5.0,5.1-5.5,List of Forms,Responsibility,added,5.1 Disbursement Voucher. 5.2 Obligation Request and Status. 5.3 Budget Utilization Request and Status. 5.4 Payroll. 5.5 Statement of Account.,5.1 Disbursement Voucher. 5.2 Obligation Request and Status. 5.3 Budget Utilization Request and Status. 5.4 Payroll. 5.5 Statement of Account. 5.6 Responsible personnel shall use the current approved version of the applicable form and retain completed forms in accordance with the records-control procedure.,,The added instruction is relevant to the listed forms and clarifies the use of current approved versions and retention of completed records.,Appropriate
REV-FAM601-028,FAM-6.01,FAM601-SEC-5.0,5.1-5.5,List of Forms,Responsibility,removed,5.1 Disbursement Voucher. 5.2 Obligation Request and Status. 5.3 Budget Utilization Request and Status. 5.4 Payroll. 5.5 Statement of Account.,Use forms when needed.,ambiguous_language|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision removes the names of the required forms and does not identify which forms support disbursement, obligation, budget utilization, payroll, or Statement of Account transactions.",Needs Revision
REV-FAM602-001,FAM-6.02,FAM602-SEC-1.0,1.1-1.3,Objectives,Working Instruction,modified,1.1 To effectively control and monitor accounts receivable in order to maintain the healthy cash flow of the University. 1.2 To recognize timely potential collection problems of accounts receivable. 1.3 To immediately take action on past due accounts.,1.1 To effectively monitor and control University accounts receivable in support of healthy cash flow. 1.2 To identify potential collection issues at an early stage. 1.3 To initiate timely and documented action on accounts that become past due.,,"The revision preserves the objectives of receivable control, early identification of collection issues, and action on past due accounts while improving clarity.",Appropriate
REV-FAM602-002,FAM-6.02,FAM602-SEC-1.0,1.4,Objectives,Working Instruction,added,1.1 To effectively control and monitor accounts receivable in order to maintain the healthy cash flow of the University. 1.2 To recognize timely potential collection problems of accounts receivable. 1.3 To immediately take action on past due accounts.,1.1 To effectively control and monitor accounts receivable in order to maintain the healthy cash flow of the University. 1.2 To recognize timely potential collection problems of accounts receivable. 1.3 To immediately take action on past due accounts. 1.4 To maintain accurate and traceable records of collection status and follow-up actions.,,The added objective supports the existing monitoring and collection purpose by adding a clear record-traceability outcome.,Appropriate
REV-FAM602-003,FAM-6.02,FAM602-SEC-1.0,1.1-1.3,Objectives,Working Instruction,removed,1.1 To effectively control and monitor accounts receivable in order to maintain the healthy cash flow of the University. 1.2 To recognize timely potential collection problems of accounts receivable. 1.3 To immediately take action on past due accounts.,1.1 To manage University finances.,ambiguous_language|insufficient_detail|unclear_scope,"The revision removes the specific objectives for monitoring accounts receivable, recognizing collection problems, and acting on past due accounts.",Needs Revision
REV-FAM602-004,FAM-6.02,FAM602-SEC-2.0,2,Scope,Responsibility,modified,"These procedures apply to all accounts receivable arising from official University transactions, including operations of the LNU House, LNU Cafeteria, and inter-agency transactions with the Commission on Higher Education for implementation of Free Higher Education.","These procedures apply to the monitoring, collection, documentation, and follow-up of accounts receivable arising from official University transactions, including LNU House and LNU Cafeteria operations, student-related accountabilities, employee receivables, and Free Higher Education transactions with the Commission on Higher Education.",,The revision retains the official-transaction basis and named operational sources while clarifying the receivable activities and additional covered categories reflected in the procedures.,Appropriate
REV-FAM602-005,FAM-6.02,FAM602-SEC-2.0,2,Scope,Responsibility,modified,"These procedures apply to all accounts receivable arising from official University transactions, including operations of the LNU House, LNU Cafeteria, and inter-agency transactions with the Commission on Higher Education for implementation of Free Higher Education.",These procedures apply to all University transactions.,unclear_scope|insufficient_detail,"The proposed scope is overly broad and no longer identifies accounts receivable, official transaction sources, or the specific monitoring and collection context.",Needs Revision
REV-FAM602-006,FAM-6.02,FAM602-SEC-3.0,3.1-3.3,Policies,Policy,modified,3.1 Records containing personal information shall be handled in accordance with the Data Privacy Act of 2012. 3.2 Requests for information shall be governed by the Freedom of Information policy. 3.3 Accounts Receivable should be collected in a timely manner.,"3.1 Accounts-receivable records containing personal information shall be accessed, stored, disclosed, and retained in accordance with applicable data-privacy requirements and authorized University procedures. 3.2 Information requests shall be processed under the applicable Freedom of Information policy, subject to lawful restrictions on protected information. 3.3 Responsible offices shall monitor and pursue collection of accounts receivable within the applicable collection timeframe.",,"The revision retains privacy, information-request, and timely-collection requirements while making the account-receivable context and responsible action clearer.",Appropriate
REV-FAM602-007,FAM-6.02,FAM602-SEC-3.0,3.1-3.3,Policies,Policy,modified,3.1 Records containing personal information shall be handled in accordance with the Data Privacy Act of 2012. 3.2 Requests for information shall be governed by the Freedom of Information policy. 3.3 Accounts Receivable should be collected in a timely manner.,"Receivable records may be shared when requested, and collection may be done later.",possible_contradiction|ambiguous_language|missing_traceability|insufficient_detail,The revision removes privacy and information-request controls and weakens the requirement for timely collection without defining who may access records or when collection must occur.,Needs Revision
REV-FAM602-008,FAM-6.02,FAM602-SEC-3.0,3.4-3.5,Policies,Policy,modified,3.4 Credentials and official records of Undergraduate students will not be released if they still have unpaid school fees prior to the implementation of Free Higher Education. 3.5 Credentials and official records of ILS/PLC and Masters/Doctoral students will only be released upon settlement of all assessed school fees.,"3.4 Before releasing Undergraduate student credentials or official records, the responsible staff shall verify whether school-fee accountabilities covered by the policy remain unpaid. 3.5 Credentials and official records of ILS/PLC and Masters/Doctoral students shall be released only after verification that assessed school fees have been fully settled.",,The revision retains the settlement-before-release controls and adds clear verification responsibilities before official records are issued.,Appropriate
REV-FAM602-009,FAM-6.02,FAM602-SEC-3.0,3.4-3.5,Policies,Policy,removed,3.4 Credentials and official records of Undergraduate students will not be released if they still have unpaid school fees prior to the implementation of Free Higher Education. 3.5 Credentials and official records of ILS/PLC and Masters/Doctoral students will only be released upon settlement of all assessed school fees.,Student credentials may be released regardless of accountabilities.,possible_contradiction|missing_approval_step|missing_traceability|insufficient_detail,The revision contradicts the account-settlement requirement and removes the account-verification control before issuing credentials and official records.,Needs Revision
REV-FAM602-010,FAM-6.02,FAM602-SEC-3.0,3.6-3.7,Policies,Policy,reordered,3.6 Accounts Receivable outstanding for more than 365 days or one year are considered past due. 3.7 Demand Letters should be sent to debtors for past due accounts.,"3.6 Accounts Receivable outstanding for more than 365 days or one year shall be classified as past due. 3.7 Upon classification of an account as past due, the responsible office shall prepare and send a Demand Letter to the debtor in accordance with the approved collection procedure.",,The revision retains the one-year past-due threshold and Demand Letter action while expressing the relationship between classification and collection follow-up clearly.,Appropriate
REV-FAM602-011,FAM-6.02,FAM602-SEC-3.0,3.6-3.7,Policies,Policy,modified,3.6 Accounts Receivable outstanding for more than 365 days or one year are considered past due. 3.7 Demand Letters should be sent to debtors for past due accounts.,"Accounts may be considered past due when the office decides, and letters can be sent if necessary.",ambiguous_language|missing_responsibility|missing_traceability|insufficient_detail,"The revision removes the defined 365-day threshold, does not identify the responsible office, and makes the Demand Letter action optional without a documented collection basis.",Needs Revision
REV-FAM602-012,FAM-6.02,FAM602-SEC-4.0,4.1,Accounts Receivable from Undergraduate and Masters Doctoral Students,Responsibility,modified,"The student submits an Application for Student Records, Enrollment and Assessment Form, or Clearance to Accounting Staff-4. Accounting Staff-4 checks the student ledger using the Student Information and Accounting System. If the applicable Undergraduate or Masters/Doctoral accountabilities remain, the student is advised to settle them. The student settles accountabilities at the Cash Management Office, informs Accounting Staff-4, and submits proof. When no accountabilities remain, Accounting Staff-4 signs the Application for Student Records, Enrollment and Assessment Form, or Clearance.","1. The student shall submit the Application for Student Records, Enrollment and Assessment Form, or Clearance to Accounting Staff-4. 2. Accounting Staff-4 shall verify the student's ledger or account using the Student Information and Accounting System. 3. If applicable accountabilities remain, Accounting Staff-4 shall advise the student to settle them with the Cash Management Office. 4. The student shall submit proof of settlement to Accounting Staff-4. 5. Accounting Staff-4 shall sign the applicable form only after confirming that no accountabilities remain.",,"The revision preserves the form submission, SIAS ledger check, settlement advice, proof of payment, and conditional signing sequence.",Appropriate
REV-FAM602-013,FAM-6.02,FAM602-SEC-4.0,4.1,Accounts Receivable from Undergraduate and Masters Doctoral Students,Responsibility,reordered,"The student submits an Application for Student Records, Enrollment and Assessment Form, or Clearance to Accounting Staff-4. Accounting Staff-4 checks the student ledger using the Student Information and Accounting System. If the applicable Undergraduate or Masters/Doctoral accountabilities remain, the student is advised to settle them. The student settles accountabilities at the Cash Management Office, informs Accounting Staff-4, and submits proof. When no accountabilities remain, Accounting Staff-4 signs the Application for Student Records, Enrollment and Assessment Form, or Clearance.","1. Accounting Staff-4 shall sign the student's Application for Student Records, Enrollment and Assessment Form, or Clearance. 2. The student shall settle accountabilities at the Cash Management Office. 3. Accounting Staff-4 shall check the student ledger using the Student Information and Accounting System. 4. The student shall submit the applicable form.",illogical_sequence|missing_record_or_evidence|missing_responsibility,"The revision signs the document before the student submits it, before ledger verification, and before proof of account settlement is provided.",Needs Revision
REV-FAM602-014,FAM-6.02,FAM602-SEC-4.0,4.2,Accounts Receivable from ILS and PLC Students,Responsibility,modified,"Accounting Staff-4 receives student Clearances from the Adviser, checks student ledgers, and countersigns Clearances when no accountabilities remain. If there are accountabilities, the Accountant returns the Clearance to the Adviser, who advises parents or students to settle the accountabilities. The student or parent settles at the Cash Management Office and returns the Clearance with the Official Receipt to the Accountant. The Accountant signs the Clearance when no accountabilities remain.","1. Accounting Staff-4 shall receive student Clearances from the Adviser and verify each student's ledger for accountabilities. 2. When no accountabilities remain, Accounting Staff-4 shall countersign the Clearance and forward it to the Accountant. 3. When accountabilities remain, the Accountant shall return the Clearance to the Adviser for notice to the parent or student. 4. The student or parent shall settle the accountabilities at the Cash Management Office and return the Clearance with the Official Receipt to the Accountant. 5. The Accountant shall sign the Clearance only after confirming that no accountabilities remain.",,"The revision retains the adviser, parent or student, Accounting Staff, and Accountant responsibilities, as well as Official Receipt evidence and conditional clearance signing.",Appropriate
REV-FAM602-015,FAM-6.02,FAM602-SEC-4.0,4.2,Accounts Receivable from ILS and PLC Students,Responsibility,removed,"Accounting Staff-4 receives student Clearances from the Adviser, checks student ledgers, and countersigns Clearances when no accountabilities remain. If there are accountabilities, the Accountant returns the Clearance to the Adviser, who advises parents or students to settle the accountabilities. The student or parent settles at the Cash Management Office and returns the Clearance with the Official Receipt to the Accountant. The Accountant signs the Clearance when no accountabilities remain.",The Accountant shall sign student Clearances after receiving them.,missing_record_or_evidence|missing_responsibility|missing_traceability|insufficient_detail,"The revision removes ledger verification, adviser notification, parent or student settlement, Official Receipt proof, Accounting Staff countersignature, and the condition that accountabilities must be cleared before signature.",Needs Revision
REV-FAM602-016,FAM-6.02,FAM602-SEC-4.0,4.3,Accounts Receivable from CHED Free Higher Education,Responsibility,modified,"Thirty days after submission of the Free Higher Education Billing to CHED, the Accountant monitors whether payment has been downloaded to the University account. If no payment is received after 30 days, the Accountant communicates weekly to CHED through its official email address, sends copies to concerned University officials and offices, and complies with identified deficiencies.","1. Thirty days after submitting the Free Higher Education Billing to CHED, the Accountant shall verify whether payment has been credited to the University account. 2. If payment is not received, the Accountant shall send weekly status follow-ups through the official CHED communication channel and furnish the University President, Vice-President for Administration and Finance, CAO-Finance, Scholarship Coordinator, and other concerned offices with copies. 3. The Accountant shall document and address any identified billing deficiencies.",,"The revision preserves the 30-day monitoring point, weekly follow-up, notification of concerned offices, and correction of deficiencies while making documentation explicit.",Appropriate
REV-FAM602-017,FAM-6.02,FAM602-SEC-4.0,4.3,Accounts Receivable from CHED Free Higher Education,Responsibility,modified,"Thirty days after submission of the Free Higher Education Billing to CHED, the Accountant monitors whether payment has been downloaded to the University account. If no payment is received after 30 days, the Accountant communicates weekly to CHED through its official email address, sends copies to concerned University officials and offices, and complies with identified deficiencies.",The Accountant may contact CHED if payment is delayed.,ambiguous_language|missing_traceability|missing_responsibility|insufficient_detail,"The revision removes the 30-day monitoring trigger, weekly follow-up requirement, official communication channel, notification of concerned officials, and requirement to address deficiencies.",Needs Revision
REV-FAM602-018,FAM-6.02,FAM602-SEC-4.0,4.4,Accounts Receivable from Employees,Responsibility,modified,Employees submit Promissory Notes to the Accounting Office. Accounting Staff-7 prepares a Summary of Promissory Notes that identifies the employee accountabilities and the particular employee claim from which each amount will be charged or deducted. Accounting Staff-7 furnishes the Payroll Preparer with the Summary. Accounting Staff-2 effects the deduction in the payroll.,"1. Employees shall submit Promissory Notes to the Accounting Office. 2. Accounting Staff-7 shall prepare a Summary of received Promissory Notes, identify the related employee accountability, and state the authorized employee claim from which the amount will be deducted. 3. Accounting Staff-7 shall provide the Summary to the Payroll Preparer. 4. Accounting Staff-2 shall implement the payroll deduction based on the approved Summary.",,"The revision retains the Promissory Note, summary, identified deduction source, Payroll Preparer handoff, and payroll-deduction responsibilities.",Appropriate
REV-FAM602-019,FAM-6.02,FAM602-SEC-4.0,4.4,Accounts Receivable from Employees,Responsibility,reordered,Employees submit Promissory Notes to the Accounting Office. Accounting Staff-7 prepares a Summary of Promissory Notes that identifies the employee accountabilities and the particular employee claim from which each amount will be charged or deducted. Accounting Staff-7 furnishes the Payroll Preparer with the Summary. Accounting Staff-2 effects the deduction in the payroll.,1. Accounting Staff-2 shall deduct amounts from employee payroll. 2. Accounting Staff-7 shall prepare a Summary. 3. Employees shall submit Promissory Notes. 4. The Payroll Preparer shall receive the Summary.,illogical_sequence|missing_record_or_evidence|missing_traceability,The revision deducts amounts before employees submit Promissory Notes and before the accountable amount and authorized deduction source are summarized and provided to the Payroll Preparer.,Needs Revision
REV-FAM602-020,FAM-6.02,FAM602-SEC-4.0,4.5,Accounts Receivable from Other Debtors,Responsibility,modified,"The Accountant generates a Schedule of Accounts Receivable with Aging using the eNGAS System, sorts accounts aged over one year, prepares Demand Letters for debtors with accounts aging over one year, and forwards copies to the University President for signature. The University President signs the Demand Letters. Records Management Staff sends the Demand Letters to debtors through a courier if necessary.",1. The Accountant shall generate the Schedule of Accounts Receivable with Aging using the eNGAS System. 2. The Accountant shall identify accounts outstanding for more than one year. 3. The Accountant shall prepare Demand Letters for the identified debtors and forward the letters to the University President for signature. 4. The University President shall sign the Demand Letters. 5. Records Management Staff shall send the signed Demand Letters to debtors using the appropriate delivery method and retain dispatch evidence when applicable.,,"The revision preserves aging analysis, one-year account identification, Demand Letter preparation, signature, delivery, and adds traceable evidence of dispatch.",Appropriate
REV-FAM602-021,FAM-6.02,FAM602-SEC-4.0,4.5,Accounts Receivable from Other Debtors,Responsibility,removed,"The Accountant generates a Schedule of Accounts Receivable with Aging using the eNGAS System, sorts accounts aged over one year, prepares Demand Letters for debtors with accounts aging over one year, and forwards copies to the University President for signature. The University President signs the Demand Letters. Records Management Staff sends the Demand Letters to debtors through a courier if necessary.",The office shall send letters to debtors with unpaid balances.,ambiguous_language|missing_responsibility|missing_traceability|insufficient_detail,"The revision removes the eNGAS aging schedule, one-year threshold, responsible Accountant, University President signature, Records Management delivery role, and evidence of collection follow-up.",Needs Revision
REV-FAM602-022,FAM-6.02,FAM602-SEC-4.0,4.5,Accounts Receivable from Other Debtors,Responsibility,added,"The Accountant generates a Schedule of Accounts Receivable with Aging using the eNGAS System, sorts accounts aged over one year, prepares Demand Letters for debtors with accounts aging over one year, and forwards copies to the University President for signature. The University President signs the Demand Letters. Records Management Staff sends the Demand Letters to debtors through a courier if necessary.","The Accountant generates a Schedule of Accounts Receivable with Aging using the eNGAS System, sorts accounts aged over one year, prepares Demand Letters for debtors with accounts aging over one year, and forwards copies to the University President for signature. The University President signs the Demand Letters. Records Management Staff sends the Demand Letters to debtors through a courier if necessary. The Records Management Staff shall record the date, delivery method, and proof of dispatch for each Demand Letter.",,The added requirement supports traceability of Demand Letter dispatch and is relevant to the existing collection-follow-up process.,Appropriate
REV-FAM602-023,FAM-6.02,FAM602-SEC-5.0,5.1-5.4,List of Forms,Responsibility,modified,5.1 Enrollment and Assessment Form. 5.2 Application for Student Records. 5.3 Clearance. 5.4 Promissory Note.,"The following controlled forms shall be used, as applicable, in accounts-receivable transactions: 5.1 Enrollment and Assessment Form; 5.2 Application for Student Records; 5.3 Clearance; and 5.4 Promissory Note. Responsible personnel shall use the current approved version of the applicable form and retain completed forms according to the records-control procedure.",,The revision retains the complete forms list and adds appropriate controls for using current approved forms and retaining completed records.,Appropriate
REV-FAM602-024,FAM-6.02,FAM602-SEC-5.0,5.1-5.4,List of Forms,Responsibility,removed,5.1 Enrollment and Assessment Form. 5.2 Application for Student Records. 5.3 Clearance. 5.4 Promissory Note.,Use the necessary documents for receivables.,ambiguous_language|missing_record_or_evidence|missing_traceability|insufficient_detail,"The revision removes the names of the required forms and does not identify the records used to assess enrollment, student records, clearance, or employee promissory-note accountabilities.",Needs Revision
REV-FAM602-025,FAM-6.02,FAM602-SEC-3.0,3.3,Policies,Policy,added,3.3 Accounts Receivable should be collected in a timely manner.,"3.3 Accounts Receivable should be collected in a timely manner. 3.3.a The responsible office shall maintain a collection-status record showing the account reference, aging category, follow-up action, and date of communication for overdue accounts.",,The added policy supports timely collection by requiring a traceable record of aging and collection follow-up actions.,Appropriate
REV-FAM602-026,FAM-6.02,FAM602-SEC-4.0,4.1,Accounts Receivable from Undergraduate and Masters Doctoral Students,Responsibility,removed,"The student submits an Application for Student Records, Enrollment and Assessment Form, or Clearance to Accounting Staff-4. Accounting Staff-4 checks the student ledger using the Student Information and Accounting System. If the applicable Undergraduate or Masters/Doctoral accountabilities remain, the student is advised to settle them. The student settles accountabilities at the Cash Management Office, informs Accounting Staff-4, and submits proof. When no accountabilities remain, Accounting Staff-4 signs the Application for Student Records, Enrollment and Assessment Form, or Clearance.","Accounting Staff-4 shall sign the Application for Student Records, Enrollment and Assessment Form, or Clearance after the student makes a request.",missing_record_or_evidence|missing_traceability|missing_responsibility|insufficient_detail,"The revision omits ledger verification in SIAS, settlement of outstanding accountabilities, proof of payment, and the condition that no accountabilities remain before signing.",Needs Revision
